x,y,z
6.9193696975708008,-48.9259414672851563,-1.5299597978591919
20.9052448272705078,-55.5719909667968750,-1.5333319902420044
36.0950736999511719,-57.0012474060058594,-2.2333998680114746
3.7823319435119629,-49.6303901672363281,-2.2432446479797363
1.0155136585235596,-46.5985450744628906,-2.2447402477264404
-11.3551502227783203,-51.3356132507324219,-1.5353505611419678
16.5996284484863281,-50.2327804565429688,-1.5385153293609619
1.0210506916046143,-42.2281951904296875,-1.5364817380905151
3.7816193103790283,-46.5407066345214844,-1.5308637619018555
-8.5779409408569336,-43.4566116333007813,-1.5372934341430664
-7.5948824882507324,-48.1143341064453125,-1.5292649269104004
25.7093162536621094,-56.2797241210937500,-1.5332864522933960
2.3907945156097412,-52.7410736083984375,-1.5320581197738647
-13.3818721771240234,-57.0033912658691406,-2.2430653572082520
2.4107711315155029,-55.5886344909667969,-1.5360258817672729
-13.3778219223022461,-50.1657333374023438,-1.5369552373886108
-8.5792398452758789,-48.9045295715332031,-2.2467658519744873
25.6917858123779297,-54.8207893371582031,-1.5388607978820801
-3.7693343162536621,-53.9551582336425781,-1.5312206745147705
-21.9787330627441406,-53.0338172912597656,-2.2424817085266113
-15.4213104248046875,-48.9314308166503906,-2.2422218322753906
1.0165326595306396,-56.2986183166503906,-2.2426383495330811
-12.1305751800537109,-48.4541511535644531,-2.2428934574127197
22.5004158020019531,-51.3314094543457031,-1.5387150049209595
20.9071464538574219,-56.2878379821777344,-2.2466914653778076
13.3776473999023438,-44.3523979187011719,-1.9549440145492554
-22.9783744812011719,-55.0191726684570313,-2.2422108650207520
-20.8082790374755859,-54.7350082397460938,-2.2433259487152100
20.2163677215576172,-56.2892417907714844,-1.5362617969512939
-10.6153125762939453,-55.5750808715820313,-2.2446620464324951
16.7394046783447266,-49.3311424255371094,-2.2412285804748535
17.4487781524658203,-49.3056945800781250,-1.5383585691452026
7.5816946029663086,-51.3821411132812500,-2.2429137229919434
-31.8814811706542969,-56.2869377136230469,-2.2444710731506348
-3.0602412223815918,-52.5844306945800781,-2.2466671466827393
-6.5271921157836914,-56.3190460205078125,-2.2491955757141113
1.0866390466690063,-43.9021568298339844,-2.2497861385345459
1.0170693397521973,-49.4875907897949219,-1.5311778783798218
3.7801735401153564,-47.2157821655273438,-2.2507402896881104
-22.4958610534667969,-56.5154800415039063,-1.5338248014450073
-22.9782314300537109,-53.0253791809082031,-2.2417523860931396
12.0199127197265625,-57.0075454711914063,-1.5368798971176147
2.4049789905548096,-57.0075721740722656,-1.5336759090423584
-6.2855267524719238,-45.9508209228515625,-2.2439134120941162
-1.8720490932464600,-55.8274574279785156,-2.2456104755401611
-8.5797128677368164,-50.4310989379882813,-2.2418975830078125
17.4739112854003906,-56.2975273132324219,-2.2431836128234863
6.7820568084716797,-49.6055488586425781,-2.2426905632019043
-11.3267402648925781,-47.0628242492675781,-1.5381927490234375
15.4194993972778320,-51.8131828308105469,-1.5349913835525513
-13.3797292709350586,-50.8665771484375000,-2.2444322109222412
-12.6863689422607422,-57.0060844421386719,-1.5346128940582275
-6.0757474899291992,-44.7845840454101563,-2.2432525157928467
5.8208808898925781,-49.8759078979492188,-2.2541179656982422
31.8937187194824219,-57.0011787414550781,-2.2479317188262939
15.4223175048828125,-49.4120101928710938,-1.5579868555068970
6.5077171325683594,-56.2954826354980469,-1.5342186689376831
1.0160075426101685,-54.8844833374023438,-2.2433669567108154
-3.7779736518859863,-52.5893516540527344,-1.5325359106063843
18.1780490875244141,-50.7147865295410156,-2.2431135177612305
34.6234664916992188,-57.0012359619140625,-2.2400116920471191
8.5819864273071289,-50.4042091369628906,-2.2472357749938965
7.1973314285278320,-55.5911407470703125,-1.5267120599746704
3.0738837718963623,-50.6218719482421875,-1.5368754863739014
-13.0869245529174805,-51.4938087463378906,-1.5336017608642578
11.4076385498046875,-46.8861389160156250,-1.5354728698730469
10.6193952560424805,-53.3074493408203125,-1.5278468132019043
-8.5801362991333008,-57.0027770996093750,-2.2425589561462402
-1.8394032716751099,-54.4378814697265625,-2.2443459033966064
20.2207641601562500,-53.4161224365234375,-1.5374228954315186
-3.7786593437194824,-44.2375030517578125,-1.5381506681442261
1.4856507778167725,-49.9903564453125000,-2.2489883899688721
1.0544385910034180,-40.5322341918945313,-2.2414898872375488
-1.0225691795349121,-52.4131050109863281,-2.2495641708374023
3.7381503582000732,-41.3973731994628906,-1.5380851030349731
-26.7274646759033203,-56.2991523742675781,-1.5364186763763428
8.0817985534667969,-50.8886184692382813,-1.5360683202743530
13.3779439926147461,-48.7433090209960938,-2.2436268329620361
-11.3198556900024414,-52.7335166931152344,-1.5354658365249634
12.2752361297607422,-44.4626464843750000,-2.2412774562835693
11.4467420578002930,-52.0743942260742188,-2.2518451213836670
-1.9475164413452148,-52.0354614257812500,-2.2447690963745117
21.6079063415527344,-54.1350173950195313,-2.2461726665496826
-7.8648481369018555,-50.3373260498046875,-1.5320684909820557
-2.5758643150329590,-55.1188545227050781,-2.2445912361145020
-16.8154029846191406,-56.3020133972167969,-2.2439851760864258
17.2579250335693359,-53.1759490966796875,-1.5333203077316284
2.8231782913208008,-41.8231811523437500,-2.2432117462158203
3.7796425819396973,-42.0996856689453125,-2.2437171936035156
7.8688187599182129,-41.6706695556640625,-2.2415823936462402
-2.5401997566223145,-54.4236030578613281,-1.5347068309783936
25.7091217041015625,-55.5594902038574219,-2.2467379570007324
2.3748595714569092,-52.0338859558105469,-2.2421534061431885
16.7712078094482422,-56.2955780029296875,-1.5363045930862427
-10.6225547790527344,-49.9406433105468750,-2.2432048320770264
-13.3788995742797852,-48.6653480529785156,-2.2433795928955078
-10.6184768676757813,-52.7337074279785156,-2.2423326969146729
-7.1871910095214844,-55.5780906677246094,-2.2432708740234375
8.5765590667724609,-49.7322921752929688,-1.5282323360443115
-8.5804204940795898,-54.1640205383300781,-2.2441406250000000
-6.7545604705810547,-52.2606735229492188,-1.5332621335983276
-5.8182320594787598,-56.3153533935546875,-1.5328832864761353
-18.1834487915039063,-54.1561126708984375,-1.5366251468658447
-3.1026999950408936,-45.7334403991699219,-2.2472031116485596
15.7773084640502930,-52.3976058959960938,-2.2494454383850098
-2.5735404491424561,-55.8137817382812500,-1.5350158214569092
12.3481664657592773,-47.8023948669433594,-1.5360136032104492
27.0898513793945313,-55.5627212524414063,-2.2462747097015381
-1.9346104860305786,-52.7290763854980469,-1.5333927869796753
16.0406513214111328,-55.6147079467773438,-1.5380115509033203
18.1776428222656250,-50.0094795227050781,-1.5379955768585205
-7.4536676406860352,-52.2636299133300781,-2.2514286041259766
26.4011325836181641,-54.8396110534667969,-2.2413225173950195
16.0848827362060547,-57.0056381225585938,-1.5301303863525391
-15.4176273345947266,-54.8878669738769531,-2.2427971363067627
-5.8196301460266113,-54.6475982666015625,-2.2457215785980225
3.0749795436859131,-51.3253059387207031,-2.2430338859558105
12.4319314956665039,-51.8236236572265625,-2.2481584548950195
-21.1087303161621094,-56.5533103942871094,-2.2445235252380371
1.7165677547454834,-54.8836021423339844,-1.5363252162933350
11.3196640014648438,-57.0064697265625000,-2.2446198463439941
-3.0593359470367432,-50.0679893493652344,-2.2435836791992188
-16.1157302856445313,-56.3016586303710938,-1.5359349250793457
1.0175648927688599,-52.7706565856933594,-1.5339683294296265
-2.4104976654052734,-46.4485969543457031,-2.2440831661224365
18.1789817810058594,-57.0026473999023438,-2.2426729202270508
-8.5786199569702148,-52.0878372192382813,-1.8803545236587524
5.9384422302246094,-50.5219497680664063,-1.5245767831802368
2.5775310993194580,-39.3205146789550781,-1.9040234088897705
3.7795090675354004,-43.4934997558593750,-2.2433471679687500
13.3787689208984375,-51.4354553222656250,-1.5332072973251343
6.9068799018859863,-52.4115447998046875,-1.5274040699005127
-12.7420730590820313,-47.6620368957519531,-2.2427730560302734
-1.7201268672943115,-47.1630783081054688,-2.2451088428497314
13.0663433074951172,-45.9417915344238281,-1.5375046730041504
-8.5802116394042969,-56.2951889038085938,-1.5377269983291626
-15.4169092178344727,-55.5948524475097656,-1.5371711254119873
5.8141851425170898,-52.4972152709960938,-2.2486689090728760
-8.5779962539672852,-45.8463287353515625,-1.5341316461563110
-16.8127822875976563,-57.0071449279785156,-1.5362129211425781
2.3076825141906738,-42.7772026062011719,-1.5387039184570313
-1.8407958745956421,-55.1338653564453125,-1.5349584817886353
25.0192317962646484,-55.5586662292480469,-1.5358350276947021
26.3971614837646484,-57.0024757385253906,-1.5336923599243164
-5.8218650817871094,-42.4125099182128906,-2.2417469024658203
-6.4897928237915039,-55.5818481445312500,-1.5329283475875854
7.4293808937072754,-54.4696273803710938,-1.5307199954986572
1.6726287603378296,-51.3277130126953125,-2.2480964660644531
6.6339621543884277,-47.6479568481445313,-1.5350835323333740
15.4193420410156250,-52.9913597106933594,-1.5356304645538330
-5.9407849311828613,-47.7720031738281250,-1.5371265411376953
10.6205615997314453,-50.3396682739257813,-2.2440454959869385
1.7149145603179932,-57.0044212341308594,-2.2454075813293457
-5.8219170570373535,-53.9733963012695313,-1.5287110805511475
-1.9374917745590210,-51.3406829833984375,-1.5343351364135742
12.6760349273681641,-54.8616485595703125,-1.5368617773056030
-10.6289882659912109,-47.8268165588378906,-1.5383797883987427
-22.9783668518066406,-54.0232238769531250,-2.2421689033508301
-11.3022851943969727,-55.5854415893554688,-1.5333124399185181
3.7793881893157959,-50.6232147216796875,-2.2426264286041260
12.2469339370727539,-49.6405601501464844,-1.5352431535720825
-16.7977676391601563,-50.5869407653808594,-2.2468531131744385
17.7129650115966797,-52.2932167053222656,-1.5368489027023315
-26.0194511413574219,-57.0023078918457031,-1.5383780002593994
-3.7779107093811035,-50.0862121582031250,-1.5390590429306030
8.0815410614013672,-52.8836669921875000,-1.5357027053833008
3.0570952892303467,-44.1747512817382813,-2.2501275539398193
10.6156902313232422,-55.6074523925781250,-1.5364646911621094
8.5792274475097656,-47.3791236877441406,-1.5323625802993774
21.5984497070312500,-54.8608283996582031,-1.5341678857803345
1.5969710350036621,-39.0081138610839844,-1.5388237237930298
-13.3789272308349609,-52.4706306457519531,-1.5370271205902100
13.3780641555786133,-46.5755805969238281,-2.2416272163391113
-3.1029057502746582,-46.4366340637207031,-1.5320059061050415
-3.0736947059631348,-44.2713546752929688,-2.2423279285430908
-1.7293897867202759,-47.8637657165527344,-1.5355744361877441
13.3842611312866211,-54.8626594543457031,-2.2424802780151367
2.3687210083007813,-51.3283500671386719,-1.5366182327270508
12.0079383850097656,-55.5952453613281250,-1.5314084291458130
-10.6170587539672852,-54.8640594482421875,-1.5362565517425537
8.5807733535766602,-53.3782768249511719,-2.2419247627258301
-13.3781986236572266,-47.9624176025390625,-1.5370967388153076
10.6155595779418945,-54.9067497253417969,-2.2450160980224609
-10.6138839721679688,-56.2984848022460938,-1.5355466604232788
-6.7651700973510742,-53.6436119079589844,-1.5343313217163086
-7.0278987884521484,-46.6112442016601563,-2.2465097904205322
-3.0574054718017578,-53.9638404846191406,-2.2458257675170898
-3.7786095142364502,-53.2745361328125000,-2.2475392818450928
3.7728610038757324,-42.7965660095214844,-1.5351375341415405
-7.3332996368408203,-44.6504249572753906,-2.2415633201599121
1.0221387147903442,-39.8250198364257813,-1.5382792949676514
-11.4725332260131836,-48.7154006958007813,-1.5386286973953247
-1.0220094919204712,-56.3520202636718750,-2.2556195259094238
-7.8693799972534180,-44.1852073669433594,-1.5388456583023071
5.8167595863342285,-57.0041389465332031,-1.5372849702835083
-20.2205467224121094,-57.0033073425292969,-2.2427694797515869
-16.7954730987548828,-53.4511947631835938,-2.2455480098724365
3.0956437587738037,-57.0059928894042969,-2.2464125156402588
32.5777511596679688,-56.0038604736328125,-1.5388427972793579
